dup1	dup2	type
AEP_HVAEP2.G004408	AEP_HVAEP2.G004415	PD
AEP_HVAEP2.G004430	AEP_HVAEP2.G004415	DD
AEP_HVAEP2.G004409	AEP_HVAEP2.G004415	PD
AEP_HVAEP2.G004416	AEP_HVAEP2.G004415	TD
AEP_HVAEP2.G004420	AEP_HVAEP2.G004415	PD
AEP_HVAEP2.G004431	AEP_HVAEP2.G004415	DD
AEP_HVAEP2.G004422	AEP_HVAEP2.G004406	DD
AEP_HVAEP2.G004423	AEP_HVAEP2.G004406	DD
AEP_HVAEP2.G004427	AEP_HVAEP2.G004406	DD
AEP_HVAEP2.G004426	AEP_HVAEP2.G004406	DD
AEP_HVAEP2.G004429	AEP_HVAEP2.G004406	DD
AEP_HVAEP2.G004428	AEP_HVAEP2.G004406	DD
AEP_HVAEP2.G004405	AEP_HVAEP2.G004406	TD
AEP_HVAEP2.G004405	AEP_HVAEP2.G004412	PD
AEP_HVAEP2.G004426	AEP_HVAEP2.G004412	DD
AEP_HVAEP2.G004422	AEP_HVAEP2.G004412	PD
AEP_HVAEP2.G004423	AEP_HVAEP2.G004412	DD
AEP_HVAEP2.G004429	AEP_HVAEP2.G004412	DD
AEP_HVAEP2.G004427	AEP_HVAEP2.G004412	DD
AEP_HVAEP2.G004428	AEP_HVAEP2.G004412	DD
AEP_HVAEP2.G004406	AEP_HVAEP2.G004412	PD
AEP_HVAEP2.G004423	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004406	AEP_HVAEP2.G004419	DD
AEP_HVAEP2.G004412	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004426	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004428	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004405	AEP_HVAEP2.G004419	DD
AEP_HVAEP2.G004427	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004429	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004422	AEP_HVAEP2.G004419	PD
AEP_HVAEP2.G004412	AEP_HVAEP2.G004421	PD
AEP_HVAEP2.G004423	AEP_HVAEP2.G004421	PD
AEP_HVAEP2.G004427	AEP_HVAEP2.G004421	PD
AEP_HVAEP2.G004419	AEP_HVAEP2.G004421	PD
AEP_HVAEP2.G004405	AEP_HVAEP2.G004421	DD
AEP_HVAEP2.G004428	AEP_HVAEP2.G004421	PD
AEP_HVAEP2.G004429	AEP_HVAEP2.G004421	PD
AEP_HVAEP2.G004406	AEP_HVAEP2.G004421	DD
AEP_HVAEP2.G004422	AEP_HVAEP2.G004421	TD
AEP_HVAEP2.G004407	AEP_HVAEP2.G004409	PD
AEP_HVAEP2.G004411	AEP_HVAEP2.G004409	PD
AEP_HVAEP2.G004420	AEP_HVAEP2.G004409	DD
AEP_HVAEP2.G004416	AEP_HVAEP2.G004409	PD
AEP_HVAEP2.G004415	AEP_HVAEP2.G004418	PD
AEP_HVAEP2.G004413	AEP_HVAEP2.G004418	PD
AEP_HVAEP2.G004407	AEP_HVAEP2.G004418	DD
AEP_HVAEP2.G004417	AEP_HVAEP2.G004418	TD
AEP_HVAEP2.G004430	AEP_HVAEP2.G004418	DD
AEP_HVAEP2.G004408	AEP_HVAEP2.G004418	PD
AEP_HVAEP2.G004409	AEP_HVAEP2.G004418	PD
AEP_HVAEP2.G004416	AEP_HVAEP2.G004418	PD
AEP_HVAEP2.G004409	AEP_HVAEP2.G004413	PD
AEP_HVAEP2.G004420	AEP_HVAEP2.G004413	PD
AEP_HVAEP2.G004411	AEP_HVAEP2.G004413	PD
AEP_HVAEP2.G004425	AEP_HVAEP2.G004424	TD
AEP_HVAEP2.G004414	AEP_HVAEP2.G004424	PD
AEP_HVAEP2.G004410	AEP_HVAEP2.G004424	DD
AEP_HVAEP2.G004411	AEP_HVAEP2.G004414	PD
AEP_HVAEP2.G004425	AEP_HVAEP2.G004414	DD
AEP_HVAEP2.G004418	AEP_HVAEP2.G004414	PD
AEP_HVAEP2.G004410	AEP_HVAEP2.G004414	PD
AEP_HVAEP2.G004418	AEP_HVAEP2.G004404	DD
AEP_HVAEP2.G004410	AEP_HVAEP2.G004404	PD
AEP_HVAEP2.G004424	AEP_HVAEP2.G004404	DD
AEP_HVAEP2.G004413	AEP_HVAEP2.G004416	PD
AEP_HVAEP2.G004411	AEP_HVAEP2.G004416	PD
AEP_HVAEP2.G004420	AEP_HVAEP2.G004416	PD
AEP_HVAEP2.G004428	AEP_HVAEP2.G004405	DD
AEP_HVAEP2.G004427	AEP_HVAEP2.G004405	DD
AEP_HVAEP2.G004429	AEP_HVAEP2.G004405	DD
AEP_HVAEP2.G004426	AEP_HVAEP2.G004405	DD
AEP_HVAEP2.G004423	AEP_HVAEP2.G004405	DD
AEP_HVAEP2.G004422	AEP_HVAEP2.G004405	DD
AEP_HVAEP2.G004430	AEP_HVAEP2.G004410	DD
AEP_HVAEP2.G004425	AEP_HVAEP2.G004410	DD
AEP_HVAEP2.G004434	AEP_HVAEP13.G025497	DD
AEP_HVAEP2.G004435	AEP_HVAEP2.G004438	PD
AEP_HVAEP2.G004437	AEP_HVAEP2.G004441	PD
AEP_HVAEP2.G004449	AEP_HVAEP10.G017977	DD
AEP_HVAEP9.G015693	AEP_HVAEP10.G017977	DD
AEP_HVAEP2.G004455	AEP_HVAEP15.G027960	DD
AEP_HVAEP2.G004463	AEP_HVAEP10.G018056	DD
AEP_HVAEP2.G004464	AEP_HVAEP2.G004551	DD
AEP_HVAEP2.G004470	AEP_HVAEP2.G004551	DD
AEP_HVAEP2.G004471	AEP_HVAEP2.G004551	DD
AEP_HVAEP6.G010638	AEP_HVAEP14.G026249	DD
AEP_HVAEP4.G008803	AEP_HVAEP14.G026249	DD
AEP_HVAEP2.G004466	AEP_HVAEP14.G026249	DD
AEP_HVAEP2.G004467	AEP_HVAEP2.G004481	DD
AEP_HVAEP2.G004480	AEP_HVAEP2.G004481	TD
AEP_HVAEP2.G004482	AEP_HVAEP2.G004481	TD
AEP_HVAEP2.G004468	AEP_HVAEP2.G004481	DD
AEP_HVAEP2.G004469	AEP_HVAEP2.G004481	DD
AEP_HVAEP2.G004469	AEP_HVAEP2.G004480	DD
AEP_HVAEP2.G004467	AEP_HVAEP2.G004480	DD
AEP_HVAEP2.G004468	AEP_HVAEP2.G004480	DD
AEP_HVAEP2.G004482	AEP_HVAEP2.G004480	PD
AEP_HVAEP2.G004467	AEP_HVAEP2.G004482	DD
AEP_HVAEP2.G004468	AEP_HVAEP2.G004469	TD
AEP_HVAEP3.G006041	AEP_HVAEP7.G012711	DD
AEP_HVAEP2.G004473	AEP_HVAEP7.G012711	DD
AEP_HVAEP6.G011028	AEP_HVAEP7.G012711	DD
AEP_HVAEP6.G011018	AEP_HVAEP7.G012711	DD
AEP_HVAEP3.G006041	AEP_HVAEP8.G014224	DD
AEP_HVAEP6.G011028	AEP_HVAEP8.G014224	DD
AEP_HVAEP7.G012711	AEP_HVAEP8.G014224	DD
AEP_HVAEP6.G011018	AEP_HVAEP8.G014224	DD
AEP_HVAEP8.G014433	AEP_HVAEP8.G014224	DD
AEP_HVAEP5.G009261	AEP_HVAEP8.G014224	DD
AEP_HVAEP2.G004473	AEP_HVAEP8.G014224	DD
AEP_HVAEP2.G004473	AEP_HVAEP3.G006041	DD
AEP_HVAEP6.G011028	AEP_HVAEP3.G006041	DD
AEP_HVAEP8.G015121	AEP_HVAEP3.G006041	DD
AEP_HVAEP2.G004475	AEP_HVAEP7.G012974	DD
AEP_HVAEP2.G004475	AEP_HVAEP9.G017316	DD
AEP_HVAEP6.G012053	AEP_HVAEP9.G017316	DD
AEP_HVAEP3.G006311	AEP_HVAEP9.G017316	DD
AEP_HVAEP7.G012974	AEP_HVAEP9.G017316	DD
AEP_HVAEP9.G017233	AEP_HVAEP9.G017316	DD
AEP_HVAEP2.G004477	AEP_HVAEP10.G019240	DD
AEP_HVAEP2.G004679	AEP_HVAEP10.G019240	DD
AEP_HVAEP2.G004479	AEP_HVAEP7.G012407	DD
AEP_HVAEP6.G011271	AEP_HVAEP7.G012407	DD
AEP_HVAEP2.G004478	AEP_HVAEP7.G012407	DD
AEP_HVAEP2.G004483	AEP_HVAEP7.G013626	DD
AEP_HVAEP2.G004483	AEP_HVAEP4.G008950	DD
AEP_HVAEP2.G004489	AEP_HVAEP6.G010580	DD
AEP_HVAEP7.G013273	AEP_HVAEP1.G000779	DD
AEP_HVAEP6.G010580	AEP_HVAEP1.G000779	DD
AEP_HVAEP2.G004489	AEP_HVAEP1.G000779	DD
AEP_HVAEP2.G004491	AEP_HVAEP4.G007443	DD
AEP_HVAEP2.G004492	AEP_HVAEP14.G026470	DD
AEP_HVAEP8.G014173	AEP_HVAEP14.G026470	DD
AEP_HVAEP3.G005479	AEP_HVAEP14.G026470	DD
AEP_HVAEP3.G005591	AEP_HVAEP14.G026470	DD
AEP_HVAEP4.G008893	AEP_HVAEP2.G003453	DD
AEP_HVAEP2.G004492	AEP_HVAEP2.G003453	DD
AEP_HVAEP2.G004493	AEP_HVAEP6.G011664	DD
AEP_HVAEP2.G004494	AEP_HVAEP2.G004495	TD
AEP_HVAEP2.G004497	AEP_HVAEP13.G025179	DD
AEP_HVAEP7.G012740	AEP_HVAEP8.G014358	DD
AEP_HVAEP2.G004503	AEP_HVAEP8.G014358	DD
AEP_HVAEP2.G004503	AEP_HVAEP8.G014068	DD
AEP_HVAEP2.G004509	AEP_HVAEP2.G004510	TD
AEP_HVAEP2.G004510	AEP_HVAEP9.G016868	DD
AEP_HVAEP2.G004509	AEP_HVAEP9.G016868	DD
AEP_HVAEP2.G004511	AEP_HVAEP2.G004514	PD
AEP_HVAEP2.G004512	AEP_HVAEP2.G004515	PD
AEP_HVAEP7.G012602	AEP_HVAEP14.G026218	DD
AEP_HVAEP2.G004515	AEP_HVAEP14.G026218	DD
AEP_HVAEP2.G004512	AEP_HVAEP14.G026218	DD
AEP_HVAEP2.G004515	AEP_HVAEP7.G012602	DD
AEP_HVAEP2.G004512	AEP_HVAEP7.G012602	DD
AEP_HVAEP4.G008829	AEP_HVAEP12.G021304	DD
AEP_HVAEP2.G004514	AEP_HVAEP12.G021304	DD
AEP_HVAEP2.G004515	AEP_HVAEP3.G005485	DD
AEP_HVAEP2.G004517	AEP_HVAEP10.G018946	DD
AEP_HVAEP2.G004519	AEP_HVAEP3.G006716	DD
AEP_HVAEP3.G005917	AEP_HVAEP3.G006716	DD
AEP_HVAEP9.G016911	AEP_HVAEP12.G021400	DD
AEP_HVAEP3.G006716	AEP_HVAEP12.G021400	DD
AEP_HVAEP2.G004519	AEP_HVAEP12.G021400	DD
AEP_HVAEP2.G004519	AEP_HVAEP9.G016911	DD
AEP_HVAEP2.G004522	AEP_HVAEP9.G017080	DD
AEP_HVAEP2.G004535	AEP_HVAEP8.G014684	DD
AEP_HVAEP2.G004525	AEP_HVAEP8.G014684	DD
AEP_HVAEP2.G004533	AEP_HVAEP2.G004086	DD
AEP_HVAEP2.G004525	AEP_HVAEP2.G004086	DD
AEP_HVAEP8.G014684	AEP_HVAEP2.G004086	DD
AEP_HVAEP2.G004526	AEP_HVAEP2.G004527	TD
AEP_HVAEP2.G004526	AEP_HVAEP2.G004528	PD
AEP_HVAEP2.G004527	AEP_HVAEP2.G004525	PD
AEP_HVAEP2.G004526	AEP_HVAEP2.G004525	TD
AEP_HVAEP2.G004530	AEP_HVAEP2.G004532	PD
AEP_HVAEP2.G004539	AEP_HVAEP13.G025201	DD
AEP_HVAEP5.G009853	AEP_HVAEP13.G025201	DD
AEP_HVAEP2.G004539	AEP_HVAEP11.G019667	DD
AEP_HVAEP2.G004541	AEP_HVAEP2.G004544	PD
AEP_HVAEP2.G004543	AEP_HVAEP2.G004544	TD
AEP_HVAEP2.G004541	AEP_HVAEP12.G022634	DD
AEP_HVAEP2.G004541	AEP_HVAEP2.G004543	PD
AEP_HVAEP2.G004545	AEP_HVAEP13.G025573	DD
AEP_HVAEP2.G004542	AEP_HVAEP13.G025573	DD
AEP_HVAEP2.G004547	AEP_HVAEP2.G004549	PD
AEP_HVAEP2.G004548	AEP_HVAEP2.G004550	PD
AEP_HVAEP2.G004555	AEP_HVAEP2.G004570	DD
AEP_HVAEP6.G011218	AEP_HVAEP12.G023368	DD
AEP_HVAEP2.G004555	AEP_HVAEP12.G023368	DD
AEP_HVAEP2.G004570	AEP_HVAEP12.G023368	DD
AEP_HVAEP2.G004557	AEP_HVAEP2.G004559	PD
AEP_HVAEP2.G004557	AEP_HVAEP2.G004720	DD
AEP_HVAEP2.G004559	AEP_HVAEP2.G004720	DD
AEP_HVAEP2.G004559	AEP_HVAEP2.G004721	DD
AEP_HVAEP2.G004557	AEP_HVAEP2.G004721	DD
AEP_HVAEP2.G004558	AEP_HVAEP12.G022279	DD
AEP_HVAEP2.G004568	AEP_HVAEP2.G004569	TD
AEP_HVAEP8.G015059	AEP_HVAEP2.G004569	DD
AEP_HVAEP2.G004569	AEP_HVAEP8.G014080	DD
AEP_HVAEP2.G004568	AEP_HVAEP8.G014080	DD
AEP_HVAEP2.G004990	AEP_HVAEP7.G013278	DD
AEP_HVAEP2.G004571	AEP_HVAEP7.G013278	DD
AEP_HVAEP4.G007549	AEP_HVAEP7.G013278	DD
AEP_HVAEP2.G004571	AEP_HVAEP2.G004990	DD
AEP_HVAEP2.G004990	AEP_HVAEP4.G007549	DD
AEP_HVAEP2.G004571	AEP_HVAEP4.G007549	DD
AEP_HVAEP2.G004574	AEP_HVAEP10.G017793	DD
AEP_HVAEP8.G013744	AEP_HVAEP10.G017793	DD
AEP_HVAEP3.G006997	AEP_HVAEP8.G013723	DD
AEP_HVAEP2.G004578	AEP_HVAEP8.G013723	DD
AEP_HVAEP2.G004578	AEP_HVAEP3.G006997	DD
AEP_HVAEP8.G015449	AEP_HVAEP13.G024212	DD
AEP_HVAEP2.G004578	AEP_HVAEP13.G024212	DD
AEP_HVAEP2.G004579	AEP_HVAEP3.G005495	DD
AEP_HVAEP2.G004581	AEP_HVAEP12.G023656	DD
AEP_HVAEP2.G004592	AEP_HVAEP1.G000800	DD
AEP_HVAEP2.G004592	AEP_HVAEP15.G027839	DD
AEP_HVAEP8.G014884	AEP_HVAEP15.G027839	DD
AEP_HVAEP3.G007293	AEP_HVAEP15.G027839	DD
AEP_HVAEP2.G004593	AEP_HVAEP11.G020617	DD
AEP_HVAEP2.G004597	AEP_HVAEP14.G026635	DD
AEP_HVAEP6.G010670	AEP_HVAEP11.G019530	DD
AEP_HVAEP2.G004599	AEP_HVAEP11.G019530	DD
AEP_HVAEP2.G004599	AEP_HVAEP12.G022618	DD
AEP_HVAEP2.G004601	AEP_HVAEP2.G004606	PD
AEP_HVAEP2.G004604	AEP_HVAEP2.G004610	PD
AEP_HVAEP2.G004610	AEP_HVAEP9.G017481	DD
AEP_HVAEP2.G004604	AEP_HVAEP9.G017481	DD
AEP_HVAEP2.G004605	AEP_HVAEP2.G004611	PD
AEP_HVAEP4.G009043	AEP_HVAEP4.G007520	DD
AEP_HVAEP2.G004609	AEP_HVAEP4.G007520	DD
AEP_HVAEP2.G004609	AEP_HVAEP4.G009043	DD
AEP_HVAEP5.G009876	AEP_HVAEP6.G010870	DD
AEP_HVAEP4.G009043	AEP_HVAEP6.G010870	DD
AEP_HVAEP7.G013171	AEP_HVAEP6.G010870	DD
AEP_HVAEP2.G004609	AEP_HVAEP6.G010870	DD
AEP_HVAEP2.G004611	AEP_HVAEP12.G021293	DD
AEP_HVAEP3.G006074	AEP_HVAEP8.G013752	DD
AEP_HVAEP2.G004618	AEP_HVAEP8.G013752	DD
AEP_HVAEP8.G013752	AEP_HVAEP12.G022664	DD
AEP_HVAEP2.G004866	AEP_HVAEP12.G022664	DD
AEP_HVAEP2.G004618	AEP_HVAEP12.G022664	DD
AEP_HVAEP2.G004618	AEP_HVAEP3.G006074	DD
AEP_HVAEP2.G004619	AEP_HVAEP3.G005942	DD
AEP_HVAEP6.G012192	AEP_HVAEP3.G005942	DD
AEP_HVAEP2.G004619	AEP_HVAEP6.G012192	DD
AEP_HVAEP2.G004658	AEP_HVAEP2.G004654	PD
AEP_HVAEP2.G004627	AEP_HVAEP2.G004654	DD
AEP_HVAEP2.G004631	AEP_HVAEP2.G004654	DD
AEP_HVAEP2.G004651	AEP_HVAEP2.G004654	PD
AEP_HVAEP2.G004656	AEP_HVAEP2.G004659	PD
AEP_HVAEP2.G004654	AEP_HVAEP2.G004659	PD
AEP_HVAEP2.G004658	AEP_HVAEP2.G004659	TD
AEP_HVAEP2.G004627	AEP_HVAEP2.G004659	DD
AEP_HVAEP2.G004658	AEP_HVAEP2.G004656	PD
AEP_HVAEP2.G004631	AEP_HVAEP2.G004656	DD
AEP_HVAEP2.G004651	AEP_HVAEP2.G004656	PD
AEP_HVAEP2.G004627	AEP_HVAEP2.G004656	DD
AEP_HVAEP2.G004654	AEP_HVAEP2.G004656	PD
AEP_HVAEP2.G004627	AEP_HVAEP2.G004651	DD
AEP_HVAEP2.G004631	AEP_HVAEP2.G004651	DD
AEP_HVAEP2.G004631	AEP_HVAEP2.G004627	PD
AEP_HVAEP2.G004635	AEP_HVAEP2.G004841	DD
AEP_HVAEP2.G004636	AEP_HVAEP3.G006117	DD
AEP_HVAEP3.G006117	AEP_HVAEP2.G004388	DD
AEP_HVAEP2.G004636	AEP_HVAEP2.G004388	DD
AEP_HVAEP9.G017510	AEP_HVAEP3.G006625	DD
AEP_HVAEP2.G004638	AEP_HVAEP3.G006625	DD
AEP_HVAEP4.G007762	AEP_HVAEP3.G006625	DD
AEP_HVAEP4.G008926	AEP_HVAEP3.G006625	DD
AEP_HVAEP2.G004638	AEP_HVAEP11.G019618	DD
AEP_HVAEP8.G014272	AEP_HVAEP11.G019618	DD
AEP_HVAEP3.G006625	AEP_HVAEP11.G019618	DD
AEP_HVAEP2.G004641	AEP_HVAEP2.G004646	PD
AEP_HVAEP2.G004640	AEP_HVAEP2.G004646	PD
AEP_HVAEP2.G004640	AEP_HVAEP2.G004641	TD
AEP_HVAEP2.G004902	AEP_HVAEP5.G010124	DD
AEP_HVAEP2.G004642	AEP_HVAEP5.G010124	DD
AEP_HVAEP5.G009235	AEP_HVAEP2.G004904	DD
AEP_HVAEP2.G004643	AEP_HVAEP2.G004904	DD
AEP_HVAEP4.G007642	AEP_HVAEP2.G004904	DD
AEP_HVAEP2.G004644	AEP_HVAEP6.G011980	DD
AEP_HVAEP2.G004650	AEP_HVAEP12.G023592	DD
AEP_HVAEP5.G009744	AEP_HVAEP12.G023592	DD
AEP_HVAEP2.G004651	AEP_HVAEP2.G004658	PD
AEP_HVAEP2.G004892	AEP_HVAEP3.G005225	DD
AEP_HVAEP6.G010715	AEP_HVAEP3.G005225	DD
AEP_HVAEP4.G008345	AEP_HVAEP3.G005225	DD
AEP_HVAEP4.G008346	AEP_HVAEP3.G005225	DD
AEP_HVAEP2.G004657	AEP_HVAEP3.G005225	DD
AEP_HVAEP6.G010715	AEP_HVAEP2.G004892	DD
AEP_HVAEP4.G008346	AEP_HVAEP2.G004892	DD
AEP_HVAEP2.G004657	AEP_HVAEP2.G004892	DD
AEP_HVAEP4.G008345	AEP_HVAEP2.G004892	DD
AEP_HVAEP6.G010715	AEP_HVAEP11.G019624	DD
AEP_HVAEP3.G005225	AEP_HVAEP11.G019624	DD
AEP_HVAEP2.G004892	AEP_HVAEP11.G019624	DD
AEP_HVAEP2.G004657	AEP_HVAEP11.G019624	DD
AEP_HVAEP4.G008346	AEP_HVAEP11.G019624	DD
AEP_HVAEP4.G008345	AEP_HVAEP11.G019624	DD
AEP_HVAEP2.G004660	AEP_HVAEP2.G004667	PD
AEP_HVAEP2.G004661	AEP_HVAEP4.G008149	DD
AEP_HVAEP2.G004660	AEP_HVAEP4.G008149	DD
AEP_HVAEP2.G004667	AEP_HVAEP4.G008149	DD
AEP_HVAEP2.G004660	AEP_HVAEP3.G005593	DD
AEP_HVAEP2.G005061	AEP_HVAEP3.G005593	DD
AEP_HVAEP2.G004667	AEP_HVAEP3.G005593	DD
AEP_HVAEP2.G004660	AEP_HVAEP2.G005061	DD
AEP_HVAEP2.G004667	AEP_HVAEP2.G005061	DD
AEP_HVAEP2.G004662	AEP_HVAEP2.G004669	PD
AEP_HVAEP2.G004663	AEP_HVAEP2.G004670	PD
AEP_HVAEP2.G004664	AEP_HVAEP8.G015045	DD
AEP_HVAEP2.G004664	AEP_HVAEP10.G017865	DD
AEP_HVAEP3.G006496	AEP_HVAEP2.G004702	DD
AEP_HVAEP2.G004870	AEP_HVAEP2.G004702	DD
AEP_HVAEP2.G004665	AEP_HVAEP2.G004702	DD
AEP_HVAEP2.G004666	AEP_HVAEP2.G004700	DD
AEP_HVAEP2.G004668	AEP_HVAEP4.G007693	DD
AEP_HVAEP6.G012060	AEP_HVAEP8.G014592	DD
AEP_HVAEP7.G012949	AEP_HVAEP8.G014592	DD
AEP_HVAEP4.G007693	AEP_HVAEP8.G014592	DD
AEP_HVAEP2.G004668	AEP_HVAEP8.G014592	DD
AEP_HVAEP2.G004672	AEP_HVAEP11.G019909	DD
AEP_HVAEP2.G004673	AEP_HVAEP3.G007258	DD
AEP_HVAEP2.G004673	AEP_HVAEP11.G019915	DD
AEP_HVAEP2.G004673	AEP_HVAEP11.G019914	DD
AEP_HVAEP9.G016771	AEP_HVAEP11.G019914	DD
AEP_HVAEP3.G007258	AEP_HVAEP11.G019914	DD
AEP_HVAEP2.G004676	AEP_HVAEP12.G022284	DD
AEP_HVAEP2.G004677	AEP_HVAEP5.G010041	DD
AEP_HVAEP6.G010656	AEP_HVAEP12.G022310	DD
AEP_HVAEP2.G004677	AEP_HVAEP12.G022310	DD
AEP_HVAEP4.G008642	AEP_HVAEP12.G022310	DD
AEP_HVAEP4.G008641	AEP_HVAEP5.G010040	DD
AEP_HVAEP2.G004678	AEP_HVAEP5.G010040	DD
AEP_HVAEP2.G004678	AEP_HVAEP12.G022309	DD
AEP_HVAEP4.G008641	AEP_HVAEP12.G022309	DD
AEP_HVAEP5.G010040	AEP_HVAEP12.G022309	DD
AEP_HVAEP2.G004678	AEP_HVAEP4.G008641	DD
AEP_HVAEP2.G004681	AEP_HVAEP2.G004713	DD
AEP_HVAEP2.G004682	AEP_HVAEP2.G004715	DD
AEP_HVAEP2.G004682	AEP_HVAEP8.G014482	DD
AEP_HVAEP2.G004715	AEP_HVAEP8.G014482	DD
AEP_HVAEP2.G004683	AEP_HVAEP2.G004714	DD
AEP_HVAEP2.G004683	AEP_HVAEP6.G011937	DD
AEP_HVAEP2.G004714	AEP_HVAEP6.G011937	DD
AEP_HVAEP6.G011937	AEP_HVAEP6.G011972	DD
AEP_HVAEP2.G004714	AEP_HVAEP6.G011972	DD
AEP_HVAEP6.G011938	AEP_HVAEP6.G011972	DD
AEP_HVAEP2.G004683	AEP_HVAEP6.G011972	DD
AEP_HVAEP4.G008305	AEP_HVAEP6.G011938	DD
AEP_HVAEP2.G004714	AEP_HVAEP6.G011938	DD
AEP_HVAEP6.G011937	AEP_HVAEP6.G011938	TD
AEP_HVAEP2.G004683	AEP_HVAEP6.G011938	DD
AEP_HVAEP2.G004684	AEP_HVAEP2.G004712	DD
AEP_HVAEP2.G004685	AEP_HVAEP2.G004712	DD
AEP_HVAEP2.G004711	AEP_HVAEP2.G004712	TD
AEP_HVAEP2.G004684	AEP_HVAEP2.G004685	TD
AEP_HVAEP2.G004684	AEP_HVAEP2.G004711	DD
AEP_HVAEP2.G004685	AEP_HVAEP2.G004711	DD
AEP_HVAEP3.G006729	AEP_HVAEP6.G010547	DD
AEP_HVAEP2.G004686	AEP_HVAEP6.G010547	DD
AEP_HVAEP2.G004710	AEP_HVAEP6.G010547	DD
AEP_HVAEP7.G012719	AEP_HVAEP4.G008951	DD
AEP_HVAEP2.G004689	AEP_HVAEP4.G008951	DD
AEP_HVAEP2.G004694	AEP_HVAEP2.G004704	PD
AEP_HVAEP2.G004911	AEP_HVAEP10.G018119	DD
AEP_HVAEP9.G016367	AEP_HVAEP10.G018119	DD
AEP_HVAEP6.G011725	AEP_HVAEP10.G018119	DD
AEP_HVAEP2.G004912	AEP_HVAEP10.G018119	DD
AEP_HVAEP2.G004695	AEP_HVAEP10.G018119	DD
AEP_HVAEP2.G004698	AEP_HVAEP9.G016031	DD
AEP_HVAEP9.G017239	AEP_HVAEP9.G016152	DD
AEP_HVAEP6.G011643	AEP_HVAEP9.G016152	DD
AEP_HVAEP2.G004701	AEP_HVAEP9.G016152	DD
AEP_HVAEP4.G007860	AEP_HVAEP9.G016152	DD
AEP_HVAEP7.G012445	AEP_HVAEP9.G016152	DD
AEP_HVAEP3.G006462	AEP_HVAEP9.G016152	DD
AEP_HVAEP4.G007860	AEP_HVAEP6.G011643	DD
AEP_HVAEP2.G004701	AEP_HVAEP6.G011643	DD
AEP_HVAEP2.G004708	AEP_HVAEP2.G004709	TD
AEP_HVAEP2.G004716	AEP_HVAEP10.G018388	DD
AEP_HVAEP2.G004720	AEP_HVAEP2.G004723	PD
AEP_HVAEP2.G004721	AEP_HVAEP2.G004723	PD
AEP_HVAEP2.G004722	AEP_HVAEP9.G017546	DD
AEP_HVAEP2.G004725	AEP_HVAEP2.G004726	TD
AEP_HVAEP9.G016070	AEP_HVAEP9.G016260	DD
AEP_HVAEP8.G014101	AEP_HVAEP9.G016260	DD
AEP_HVAEP2.G004728	AEP_HVAEP9.G016260	DD
AEP_HVAEP6.G011545	AEP_HVAEP9.G016260	DD
AEP_HVAEP8.G014395	AEP_HVAEP9.G016260	DD
AEP_HVAEP4.G008938	AEP_HVAEP9.G016260	DD
AEP_HVAEP9.G016260	AEP_HVAEP6.G011693	DD
AEP_HVAEP2.G004728	AEP_HVAEP6.G011693	DD
AEP_HVAEP3.G005647	AEP_HVAEP6.G011693	DD
AEP_HVAEP2.G004728	AEP_HVAEP9.G016070	DD
AEP_HVAEP6.G011693	AEP_HVAEP9.G016070	DD
AEP_HVAEP3.G005647	AEP_HVAEP9.G016070	DD
AEP_HVAEP2.G004731	AEP_HVAEP2.G004732	TD
AEP_HVAEP2.G004731	AEP_HVAEP6.G011225	DD
AEP_HVAEP2.G004732	AEP_HVAEP6.G011225	DD
AEP_HVAEP2.G004738	AEP_HVAEP2.G004739	TD
AEP_HVAEP2.G004737	AEP_HVAEP2.G004739	PD
AEP_HVAEP2.G004736	AEP_HVAEP2.G004739	PD
AEP_HVAEP2.G004734	AEP_HVAEP2.G004739	PD
AEP_HVAEP2.G004735	AEP_HVAEP2.G004739	PD
AEP_HVAEP2.G004736	AEP_HVAEP2.G004735	TD
AEP_HVAEP8.G015336	AEP_HVAEP9.G015665	DD
AEP_HVAEP2.G004741	AEP_HVAEP9.G015665	DD
AEP_HVAEP2.G004744	AEP_HVAEP8.G013809	DD
AEP_HVAEP2.G004747	AEP_HVAEP2.G004745	PD
AEP_HVAEP2.G004756	AEP_HVAEP2.G004757	TD
AEP_HVAEP2.G004755	AEP_HVAEP2.G004757	PD
AEP_HVAEP2.G004761	AEP_HVAEP3.G005899	DD
AEP_HVAEP2.G004761	AEP_HVAEP10.G018755	DD
AEP_HVAEP3.G005899	AEP_HVAEP10.G018755	DD
AEP_HVAEP5.G009814	AEP_HVAEP8.G013798	DD
AEP_HVAEP4.G007521	AEP_HVAEP8.G013798	DD
AEP_HVAEP2.G004762	AEP_HVAEP8.G013798	DD
AEP_HVAEP2.G004762	AEP_HVAEP4.G007521	DD
AEP_HVAEP2.G004762	AEP_HVAEP5.G009814	DD
AEP_HVAEP4.G007569	AEP_HVAEP10.G018905	DD
AEP_HVAEP2.G004763	AEP_HVAEP10.G018905	DD
AEP_HVAEP2.G004763	AEP_HVAEP4.G007569	DD
